date,index,TICKER,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,COMNAM,SHRCD,EXCHCD,SICCD,PRC,VOL,RET,SHROUT,BIDLO,ASKHI,OPENPRC,vwretd,ewretd,sprtrn,TICKER_encoded,SHRCD_encoded,EXCHCD_encoded,SICCD_encoded,market_cap,RET_calc,RET_interp,LME,LTurnover,DollarVolume,spread,Volatility,Beta,BetaSquared,r2_1,r12_2,r12_7,r36_13,RET_lag_1_mon,52_week_high,Rel_to_high,SUV,idio_vol,TB3MS,T10Y2Y,BAA10Y,BM,ME,Size,Momentum,ShortTermReversal
2014-01-31,2001,LPX,-18.984,0.553,9.984,12.345,12.796,10.312,10.373,1.201,8.656,0.0,0.119,0.166,0.126,0.234,0.15,0.16,0.141,0.204,0.132,0.191,0.228,0.145,0.228,0.159,0.137,0.195,0.593,0.407,0.445,0.407,0.054,0.05,0.454,0.216,0.163,0.344,2.49,0.087,0.175,0.582,1.459,1.221,0.086,0.796,1.542,0.61,0.541,0.467,1.178,6.822,6.143,2.586,3.629,4.63,52.796,6.737,0.834,11.678,11.295,1.078,1.817,2.424,0.0,0.0,0.0,-0.017,1.803,0.323,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,17.53,2586700.0,-0.030956,141121.0,17.52,18.05,17.67,-0.005796,-0.005268,-0.006465,28.0,0.0,0.0,7.0,2473851.1300000004,-0.0309563294637921,-0.030956,2476673.5500000003,27.84787684271106,45344851.0,0.0196686323834796,0.0201375111183608,-0.01892178033623391,0.02164892852983636,0.030769,-0.0164959999999999,-0.0138819999999999,-0.0369639999999999,0.030769,17.53,1.0,-0.0503821475611296,0.02041262805639365,0.04,2.4642857142857144,2.334761904761905,0.553,2473851.1300000004,14.721286656316455,-0.05042935233498358,-0.030956
2014-02-28,2002,LPX,-119.24,0.542,11.329,18.79,19.371,15.276,15.276,1.273,10.945,0.0,0.085,0.143,0.099,0.215,0.105,0.129,0.124,0.14,0.106,0.188,0.157,0.113,0.157,0.123,0.109,0.18,0.617,0.383,0.385,0.383,0.049,0.046,0.518,0.217,0.076,0.307,2.566,0.003,0.131,0.602,1.794,1.459,0.191,0.688,1.322,0.539,0.508,0.409,1.033,5.718,5.5,3.952,4.872,6.223,53.29,7.54,0.864,16.536,21.42,1.048,1.7,2.402,0.0,0.0,0.0,-0.027,1.876,0.06,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,18.79,3020500.0,0.006427,141260.0,18.54,18.88,18.6,0.001673,-0.000735,0.002783,28.0,0.0,0.0,7.0,2654275.4,0.0064274236743437,0.006427,2476673.5500000003,27.84787684271106,56755195.0,0.0412080158058141,0.0265776526912426,-0.01892178033623391,0.02164892852983636,0.013572,0.086205,-0.0042879999999999,-0.0369639999999999,0.013572,18.79,1.0,-0.1715057044424498,0.02041262805639365,0.05,2.382631578947368,2.3899999999999997,0.542,2654275.4,14.791682256388286,-0.05042935233498358,-0.030956
2014-03-31,2003,LPX,-107.06,0.542,11.329,16.87,17.392,13.715,13.715,1.143,9.827,0.0,0.085,0.143,0.099,0.215,0.105,0.129,0.124,0.14,0.106,0.188,0.157,0.113,0.157,0.123,0.109,0.18,0.617,0.383,0.385,0.383,0.049,0.046,0.518,0.217,0.076,0.307,2.566,0.003,0.131,0.602,1.794,1.459,0.191,0.688,1.322,0.539,0.508,0.409,1.033,5.718,5.5,3.952,4.872,6.223,53.29,7.54,0.864,16.536,21.42,1.048,1.7,2.402,0.0,0.0,0.0,-0.027,1.684,0.054,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,16.87,1739010.0,0.01872,141260.0,16.47,16.94,16.75,0.009182,0.010512,0.007924,28.0,0.0,0.0,7.0,2383056.2,0.0187198067632852,0.01872,2654275.4,16.64865032467995,29337098.700000003,0.0181721004810261,0.0158701098012153,-0.01892178033623391,0.02164892852983636,0.001209,-0.0256599999999999,-0.0252909999999999,-0.010262,0.001209,16.87,1.0,-0.4718871507091564,0.02041262805639365,0.05,2.3242857142857143,2.340952380952381,0.542,2383056.2,14.68389433952079,-0.05042935233498358,0.006427
2014-04-30,2004,LPX,-104.01,0.542,11.329,16.39,16.897,13.325,13.325,1.11,9.547,0.0,0.085,0.143,0.099,0.215,0.105,0.129,0.124,0.14,0.106,0.188,0.157,0.113,0.157,0.123,0.109,0.18,0.617,0.383,0.385,0.383,0.049,0.046,0.518,0.217,0.076,0.307,2.566,0.003,0.131,0.602,1.794,1.459,0.191,0.688,1.322,0.539,0.508,0.409,1.033,5.718,5.5,3.952,4.872,6.223,53.29,7.54,0.864,16.536,21.42,1.048,1.7,2.402,0.0,0.0,0.0,-0.027,1.636,0.053,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,16.39,3615569.0,0.015489,141260.0,16.01,16.53,16.08,0.003405,0.002607,0.002992,28.0,0.0,0.0,7.0,2315251.4,0.0154894671623295,0.015489,2383056.2,24.871193553891004,59259175.91,0.028135288835678,0.0209140363017658,-0.01892178033623391,0.02164892852983636,0.005607,0.057373,0.041138,-0.143043,0.005607,16.39,1.0,0.7432614152884852,0.02041262805639365,0.03,2.288095238095238,2.199047619047619,0.542,2315251.4,14.655028835718651,-0.05042935233498358,0.01872
2014-05-31,2005,LPX,-32.956,0.583,15.521,32.273,34.634,21.194,21.515,1.003,13.124,0.0,0.049,0.102,0.053,0.18,0.055,0.098,0.082,0.073,0.053,0.188,0.083,0.063,0.083,0.06,0.053,0.143,0.613,0.387,0.401,0.387,0.046,0.045,0.481,0.228,0.123,0.315,3.868,0.033,0.155,0.588,1.017,0.758,0.191,0.434,1.373,0.556,0.518,0.439,1.076,3.782,3.017,3.114,4.093,5.3,43.93,6.736,0.795,15.223,10.801,1.011,1.65,2.308,0.0,0.0,0.0,-0.022,1.442,0.338,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,14.2,3575042.0,-0.028728,141131.0,14.12,14.73,14.55,0.000641,-0.002478,0.001844,28.0,0.0,0.0,7.0,2004060.2,-0.0287277701778385,-0.028728,2315251.4,44.70344300407291,50765596.4,0.0319606637984019,0.0228183290248039,-0.01892178033623391,0.02164892852983636,0.002056,-0.078314,-0.1095049999999999,-0.0317729999999999,0.002056,14.2,1.0,-0.3612098556860198,0.02041262805639365,0.03,2.17,2.203809523809524,0.583,2004060.2,14.510685780655862,-0.05042935233498358,0.015489
2014-06-30,2006,LPX,-34.859,0.583,15.521,34.136,36.634,22.418,22.758,1.061,13.882,0.0,0.049,0.102,0.053,0.18,0.055,0.098,0.082,0.073,0.053,0.188,0.083,0.063,0.083,0.06,0.053,0.143,0.613,0.387,0.401,0.387,0.046,0.045,0.481,0.228,0.123,0.315,3.868,0.033,0.155,0.588,1.017,0.758,0.191,0.434,1.373,0.556,0.518,0.439,1.076,3.782,3.017,3.114,4.093,5.3,43.93,6.736,0.795,15.223,10.801,1.011,1.65,2.308,0.0,0.0,0.0,-0.022,1.526,0.357,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,15.02,1893649.0,0.00267,141131.0,14.9,15.09,14.94,0.001035,0.002778,-0.000372,28.0,0.0,0.0,7.0,2119787.62,0.0026702269692924,0.00267,2004060.2,29.61537832047161,28442607.98,0.0422876949740035,0.0169240086743033,-0.01892178033623391,0.02164892852983636,0.016282,0.0562599999999999,0.033735,-0.079124,0.016282,15.02,1.0,-1.5125686968862555,0.02041262805639365,0.04,2.146190476190476,2.2,0.583,2119787.62,14.566826462384636,-0.05042935233498358,-0.028728
2014-07-31,2007,LPX,-31.424,0.583,15.521,30.773,33.024,20.209,20.515,0.956,12.514,0.0,0.049,0.102,0.053,0.18,0.055,0.098,0.082,0.073,0.053,0.188,0.083,0.063,0.083,0.06,0.053,0.143,0.613,0.387,0.401,0.387,0.046,0.045,0.481,0.228,0.123,0.315,3.868,0.033,0.155,0.588,1.017,0.758,0.191,0.434,1.373,0.556,0.518,0.439,1.076,3.782,3.017,3.114,4.093,5.3,43.93,6.736,0.795,15.223,10.801,1.011,1.65,2.308,0.0,0.0,0.0,-0.022,1.375,0.322,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,13.54,2594588.0,-0.017417,141131.0,13.425,13.69,13.65,-0.019359,-0.016042,-0.019999,28.0,0.0,0.0,7.0,1910913.74,-0.0174165457184325,-0.017417,2162126.92,19.49006906588074,35130721.519999996,0.0249507550886408,0.0163689337333994,-0.01892178033623391,0.02164892852983636,0.012491,-0.016176,0.035165,-0.045076,0.012491,13.54,1.0,0.8646650458531272,0.02041262805639365,0.03,2.0359090909090907,2.1922727272727274,0.583,1910913.74,14.463092083532777,-0.05042935233498358,0.00267
2014-08-31,2008,LPX,-56.596,0.643,28.258,-237.83,-203.86,475.667,510.0,1.035,95.636,0.0,0.003,0.057,0.005,0.138,-0.006,0.055,0.045,0.005,0.005,0.188,0.005,0.018,0.005,0.005,0.005,0.108,0.615,0.385,0.386,0.385,0.043,0.043,0.483,0.234,0.116,0.308,6.825,0.003,0.139,0.605,0.641,0.121,0.191,-3.37,1.328,0.55,0.508,0.429,1.032,1.193,0.287,3.478,4.51,5.884,41.68,6.996,0.787,16.399,11.071,0.984,1.599,2.284,0.0,0.0,0.0,-0.006,1.478,0.322,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,14.27,998117.0,0.00493,141410.0,14.17,14.32,14.22,0.0038,0.005008,0.00332,28.0,0.0,0.0,7.0,2017920.7,0.0049295774647888,0.00493,1910913.74,26.984659705257027,14243129.59,0.019546376544348,0.0246686475201557,-0.01892178033623391,0.02164892852983636,-0.015939,0.045281,0.061134,-0.0281589999999999,-0.015939,14.27,1.0,-1.511916121340105,0.02041262805639365,0.03,1.9476190476190476,2.2704761904761903,0.643,2017920.7,14.517578182790567,-0.05042935233498358,-0.017417
2014-09-30,2009,LPX,-53.899,0.643,28.258,-226.5,-194.14,453.0,508.2,0.985,91.079,0.0,0.003,0.057,0.005,0.138,-0.006,0.055,0.045,0.005,0.005,0.188,0.005,0.018,0.005,0.005,0.005,0.108,0.615,0.385,0.386,0.385,0.043,0.043,0.483,0.234,0.116,0.308,6.825,0.003,0.139,0.605,0.641,0.121,0.191,-3.37,1.328,0.55,0.508,0.429,1.032,1.193,0.287,3.478,4.51,5.884,41.68,6.996,0.787,16.399,11.071,0.984,1.599,2.284,0.0,0.0,0.0,-0.006,1.408,0.322,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,13.59,3424159.0,-0.025806,141410.0,13.51,14.0,13.94,-0.004091,-0.006147,-0.002786,28.0,0.0,0.0,7.0,1921761.9,-0.0258064516129031,-0.025806,2017920.7,27.823407034775947,46534320.81,0.0105300105300105,0.0182509941827979,-0.01892178033623391,0.02164892852983636,-0.023793,0.022477,0.057345,0.023975,-0.023793,13.59,1.0,0.7344175480398175,0.02041262805639365,0.02,1.9676190476190476,2.268095238095238,0.643,1921761.9,14.468752979464874,-0.05042935233498358,0.00493
2014-10-31,2010,LPX,-57.905,0.643,28.258,-243.33,-208.57,480.0,516.316,1.059,97.848,0.0,0.003,0.057,0.005,0.138,-0.006,0.055,0.045,0.005,0.005,0.188,0.005,0.018,0.005,0.005,0.005,0.108,0.615,0.385,0.386,0.385,0.043,0.043,0.483,0.234,0.116,0.308,6.825,0.003,0.139,0.605,0.641,0.121,0.191,-3.37,1.328,0.55,0.508,0.429,1.032,1.193,0.287,3.478,4.51,5.884,41.68,6.996,0.787,16.399,11.071,0.984,1.599,2.284,0.0,0.0,0.0,-0.006,1.513,0.322,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,14.6,3308425.0,0.023125,141410.0,14.33,14.67,14.56,0.011527,0.009145,0.011731,28.0,0.0,0.0,7.0,2064586.0,0.02312543798178,0.023125,1921761.9,40.777785218866086,48303005.0,0.0561167227833894,0.0236501891355517,-0.01892178033623391,0.02164892852983636,0.0,0.064522,0.092523,-0.0370549999999999,0.0,14.6,1.0,-0.4175021241331315,0.02041262805639365,0.02,1.8586363636363636,2.3836363636363633,0.643,2064586.0,14.540440280016114,-0.05042935233498358,-0.025806
2014-11-30,2011,LPX,-122.45,0.694,47.543,-40.105,-40.105,-42.333,-40.105,1.105,-204.46,0.0,-0.025,0.032,-0.02,0.112,-0.039,0.028,0.026,-0.036,-0.02,0.188,-0.041,-0.008,-0.041,-0.022,-0.02,0.089,0.614,0.386,0.387,0.386,0.043,0.043,0.47,0.236,0.126,0.311,12.003,0.003,0.14,0.611,0.365,-0.061,0.191,0.688,1.318,0.553,0.507,0.43,1.028,-0.495,-1.211,3.358,4.42,5.788,42.169,7.3,0.798,15.408,11.535,0.994,1.618,2.348,0.0,0.0,0.0,-0.016,1.625,0.322,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,15.24,1653715.0,-0.018041,142212.0,15.17,15.53,15.5,-0.006097,-0.013253,-0.002542,28.0,0.0,0.0,7.0,2167310.88,-0.0180412371134019,-0.018041,2017920.7,36.82132008458014,25202616.6,0.0385829533497017,0.0259864845387285,-0.01892178033623391,0.02164892852983636,-0.023285,0.038335,-0.0138039999999999,0.142231,-0.023285,15.24,1.0,-1.0879013431732971,0.02041262805639365,0.02,1.7983333333333331,2.4594444444444448,0.694,2167310.88,14.588997731234949,-0.05042935233498358,0.023125
2014-12-31,2012,LPX,-133.05,0.694,47.543,-43.579,-43.579,-46.0,-43.579,1.201,-191.37,0.0,-0.025,0.032,-0.02,0.112,-0.039,0.028,0.026,-0.036,-0.02,0.188,-0.041,-0.008,-0.041,-0.022,-0.02,0.089,0.614,0.386,0.387,0.386,0.043,0.043,0.47,0.236,0.126,0.311,12.003,0.003,0.14,0.611,0.365,-0.061,0.191,0.688,1.318,0.553,0.507,0.43,1.028,-0.495,-1.211,3.358,4.42,5.788,42.169,7.3,0.798,15.408,11.535,0.994,1.618,2.348,0.0,0.0,0.0,-0.016,1.766,0.322,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,16.56,1764790.0,-0.011343,142212.0,16.52,16.79,16.76,-0.008784,-0.001034,-0.010311,28.0,0.0,0.0,7.0,2355030.7199999997,-0.0113432835820895,-0.011343,2161622.4,24.59441204902392,29224922.4,0.0249835634451019,0.0286480802110074,-0.01892178033623391,0.02164892852983636,-0.009462,0.051149,0.04726,0.092568,-0.009462,18.79,0.8813198509845662,-0.1644409737550164,0.02041262805639365,0.03,1.5718181818181818,2.5304545454545457,0.694,2355030.7199999997,14.672064329933562,-0.05042935233498358,-0.018041
2015-01-31,2013,LPX,-131.53,0.694,47.543,-43.079,-43.079,-45.472,-43.079,1.187,-205.38,0.0,-0.025,0.032,-0.02,0.112,-0.039,0.028,0.026,-0.036,-0.02,0.188,-0.041,-0.008,-0.041,-0.022,-0.02,0.089,0.614,0.386,0.387,0.386,0.043,0.043,0.47,0.236,0.126,0.311,12.003,0.003,0.14,0.611,0.365,-0.061,0.191,0.688,1.318,0.553,0.507,0.43,1.028,-0.495,-1.211,3.358,4.42,5.788,42.169,7.3,0.798,15.408,11.535,0.994,1.618,2.348,0.0,0.0,0.0,-0.016,1.745,0.06,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,16.37,1953134.0,-0.00908,142212.0,16.13,16.58,16.45,-0.012152,-0.009641,-0.012992,28.0,0.0,0.0,7.0,2328010.44,-0.0090799031476996,-0.00908,2382051.0,16.914120646451316,31972803.58,0.0258505422671224,0.0245194760848123,-0.01892178033623391,0.02164892852983636,0.024179,0.030353,-0.0021119999999999,-0.039067,0.024179,18.79,0.8712080894092603,0.1841703929326092,0.0243815789814146,0.03,1.33,2.573,0.694,2328010.44,14.660524572359492,-0.031210483932048505,-0.011343
2015-02-28,2014,LPX,-174.45,0.533,113.351,-31.167,-31.167,-32.365,-31.755,1.237,-45.244,0.2029829922213459,-0.038,0.014,-0.038,0.091,-0.052,0.014,0.011,-0.055,-0.038,0.4308174451154024,-0.063,-0.019,-0.063,-0.042,-0.038,0.075,0.595,0.405,0.406,0.405,0.041,0.041,0.43,0.242,0.114,0.324,27.705,0.003,0.14,0.614,0.159,-0.306,-0.043,-1.5102854459703785,1.349,0.605,0.526,0.43,1.109,-1.36,-2.354,3.085,4.172,5.503,47.783,7.74,0.798,20.749,21.581,1.032,1.734,2.488,0.0,0.0,0.0,-0.008,1.907,-0.486,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,16.83,2583201.0,-0.012324,142212.0,16.73,17.49,16.99,-0.002605,-0.001387,-0.002956,28.0,0.0,0.0,7.0,2393427.96,-0.0123239436619718,-0.012324,2293879.56,26.700096233474437,43475272.83,0.040867651681861,0.0210590792878036,-0.01892178033623391,0.02164892852983636,-0.026286,0.041724,0.054498,0.055394,-0.026286,18.79,0.8956891963810537,0.0238047473387422,0.0232155063346163,0.02,1.356315789473684,2.531578947368421,0.533,2393427.96,14.688237189179164,-0.04613756659742363,-0.00908
2015-03-31,2015,LPX,-171.31,0.533,113.351,-30.574,-30.574,-31.75,-31.151,1.215,-44.432,0.2069341270459652,-0.038,0.014,-0.038,0.091,-0.052,0.014,0.011,-0.055,-0.038,0.4292103070481486,-0.063,-0.019,-0.063,-0.042,-0.038,0.075,0.595,0.405,0.406,0.405,0.041,0.041,0.43,0.242,0.114,0.324,27.705,0.003,0.14,0.614,0.159,-0.306,-0.043,-1.5301370128084404,1.349,0.605,0.526,0.43,1.109,-1.36,-2.354,3.085,4.172,5.503,47.783,7.74,0.798,20.749,21.581,1.032,1.734,2.488,0.0,0.0,0.0,-0.008,1.872,-0.477,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,16.51,3117900.0,-0.006619,142364.0,16.08,16.535,16.08,-0.007119,-0.003535,-0.008796,28.0,0.0,0.0,7.0,2350429.64,-0.0066185318892899,-0.006619,2410493.4,18.861554236157627,51476529.00000001,0.0148323939483832,0.0158328830333381,-0.01892178033623391,0.02164892852983636,0.011564,0.0228989999999999,0.00874,-0.020912,0.011564,17.62,0.9370034052213394,1.3792342029037037,0.0208055673969353,0.03,1.4022727272727271,2.496363636363637,0.533,2350429.64,14.670108694941705,-0.07520512724465711,-0.012324
2015-04-30,2016,LPX,-158.14,0.533,113.351,-28.222,-28.222,-29.308,-28.755,1.121,-41.014,0.2219522479687472,-0.038,0.014,-0.038,0.091,-0.052,0.014,0.011,-0.055,-0.038,0.423072059017784,-0.063,-0.019,-0.063,-0.042,-0.038,0.075,0.595,0.405,0.406,0.405,0.041,0.041,0.43,0.242,0.114,0.324,27.705,0.003,0.14,0.614,0.159,-0.306,-0.043,-1.6140805443905135,1.349,0.605,0.526,0.43,1.109,-1.36,-2.354,3.085,4.172,5.503,47.783,7.74,0.798,20.749,21.581,1.032,1.734,2.488,0.0,0.0,0.0,-0.008,1.728,-0.44,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,15.24,3422497.0,-0.032381,142364.0,15.21,15.71,15.68,-0.010676,-0.011719,-0.010129,28.0,0.0,0.0,7.0,2169627.36,-0.0323809523809524,-0.032381,2350429.64,18.428781811992465,52158854.28,0.0279012724206654,0.0130114015607971,-0.01892178033623391,0.02164892852983636,-0.014393,-0.044387,-0.0466909999999999,0.035703,-0.014393,17.62,0.8649262202043132,1.8704048928447223,0.019137296620472,0.02,1.395,2.549090909090909,0.533,2169627.36,14.590065987268169,-0.09533864424668792,-0.006619
2015-05-31,2017,LPX,-173.12,0.508,170.503,-26.603,-26.603,-27.409,-27.0,1.314,-107.82,0.9349521142007856,-0.048,0.009,-0.043,0.084,-0.062,0.004,0.007,-0.07,-0.043,0.5163755570630195,-0.079,-0.03,-0.079,-0.048,-0.044,0.069,0.602,0.398,0.399,0.398,0.04,0.04,0.436,0.246,0.139,0.321,44.033,0.003,0.142,0.621,0.1,-0.138,-0.043,-1.2195790187440538,1.333,0.59,0.515,0.441,1.064,-2.062,-2.761,3.078,4.177,5.54,42.951,7.601,0.827,14.706,12.115,1.027,1.706,2.491,0.0,0.0,0.0,-0.029,2.158,-0.44,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,18.09,2652487.0,-0.020574,142451.0,17.89,18.48,18.4,-0.005829,-0.002778,-0.006318,28.0,0.0,0.0,7.0,2576938.59,-0.0205739036275039,-0.020574,2242233.0,28.279769765229577,47983489.83,0.0245514636449479,0.0188734542267704,-0.01892178033623391,0.02164892852983636,0.00435,0.089767,0.067165,0.0462049999999999,0.00435,18.47,0.979426096372496,-0.0055235236513731,0.0194031959141803,0.02,1.5885,2.691,0.508,2576938.59,14.762112659315639,-0.09874111845840894,-0.032381
2015-06-30,2018,LPX,-162.98,0.508,170.503,-25.044,-25.044,-25.803,-25.418,1.237,-101.5,0.9482948852456734,-0.048,0.009,-0.043,0.084,-0.062,0.004,0.007,-0.07,-0.043,0.5131712130826658,-0.079,-0.03,-0.079,-0.048,-0.044,0.069,0.602,0.398,0.399,0.398,0.04,0.04,0.436,0.246,0.139,0.321,44.033,0.003,0.142,0.621,0.1,-0.138,-0.043,-1.3832094658922198,1.333,0.59,0.515,0.441,1.064,-2.062,-2.761,3.078,4.177,5.54,42.951,7.601,0.827,14.706,12.115,1.027,1.706,2.491,0.0,0.0,0.0,-0.029,2.031,-0.44,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,17.03,1693461.0,0.015504,142451.0,16.83,17.115,16.94,0.002975,0.004032,0.002658,28.0,0.0,0.0,7.0,2425940.5300000003,0.0155038759689922,0.015504,2586910.16,17.27420483748071,28839640.83,0.0326056921801602,0.0164252544467994,-0.01892178033623391,0.02164892852983636,-0.039519,-0.0514909999999999,-0.0072059999999999,0.0440259999999999,-0.039519,18.47,0.92203573362209,-0.3680083174115059,0.0188149338669445,0.02,1.675,2.7618181818181817,0.508,2425940.5300000003,14.70172985458303,-0.11963419538556619,-0.020574
2015-07-31,2019,LPX,-141.06,0.508,170.503,-21.676,-21.676,-22.333,-22.0,1.07,-87.855,0.9770304776826384,-0.048,0.009,-0.043,0.084,-0.062,0.004,0.007,-0.07,-0.043,0.5062585496193721,-0.079,-0.03,-0.079,-0.048,-0.044,0.069,0.602,0.398,0.399,0.398,0.04,0.04,0.436,0.246,0.139,0.321,44.033,0.003,0.142,0.621,0.1,-0.138,-0.043,-1.7365225410208716,1.333,0.59,0.515,0.441,1.064,-2.062,-2.761,3.078,4.177,5.54,42.951,7.601,0.827,14.706,12.115,1.027,1.706,2.491,0.0,0.0,0.0,-0.029,1.758,-0.44,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,14.74,2125310.0,0.008208,142451.0,14.58,14.8,14.65,-0.000764,0.002575,-0.002272,28.0,0.0,0.0,7.0,2099727.74,0.0082079343365253,0.008208,2404572.88,14.503505088188469,31327069.4,0.0199764982373677,0.0153818103431156,-0.01892178033623391,0.02164892852983636,0.012465,-0.086836,-0.0601979999999999,-0.097313,0.012465,18.47,0.7980508933405523,0.8752779828044203,0.0183167224839465,0.03,1.656818181818182,2.877272727272727,0.508,2099727.74,14.557318246669626,-0.09013793638890977,0.015504
2015-08-31,2020,LPX,-131.92,0.483,382.829,-19.571,-19.571,-20.296,-20.049,1.211,166.406,7.91686011931048,-0.06,0.004,-0.049,0.081,-0.07,-0.007,0.003,-0.09,-0.049,0.2087196599284956,-0.1,-0.042,-0.1,-0.055,-0.05,0.068,0.594,0.406,0.407,0.406,0.04,0.04,0.424,0.251,0.137,0.327,96.18,0.003,0.142,0.624,0.046,0.014,-0.043,-37.792,1.349,0.611,0.523,0.449,1.095,-2.805,-3.112,2.993,4.061,5.418,42.184,7.61,0.833,15.104,12.116,1.037,1.745,2.545,0.0,0.0,0.0,-0.05,1.998,-0.44,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,16.44,2743281.0,0.004276,142674.0,16.14,16.74,16.17,-0.007265,0.001207,-0.008392,28.0,0.0,0.0,7.0,2345560.56,0.0042761148442271,0.004276,2099727.74,25.37485264637214,45099539.64,0.0149761742682097,0.0248660780117052,-0.01892178033623391,0.02164892852983636,0.015509,0.02317,0.004845,-0.017493,0.015509,18.47,0.8900920411478074,0.5526058732098181,0.0191840698490549,0.07,1.4695238095238097,3.020952380952381,0.483,2345560.56,14.668034976071986,-0.08717004027224773,0.008208
2015-09-30,2021,LPX,-114.27,0.483,382.829,-16.952,-16.952,-17.58,-17.366,1.049,164.972,7.929882880579009,-0.06,0.004,-0.049,0.081,-0.07,-0.007,0.003,-0.09,-0.049,0.2007253978343371,-0.1,-0.042,-0.1,-0.055,-0.05,0.068,0.594,0.406,0.407,0.406,0.04,0.04,0.424,0.251,0.137,0.327,96.18,0.003,0.142,0.624,0.046,0.014,-0.043,-37.792,1.349,0.611,0.523,0.449,1.095,-2.805,-3.112,2.993,4.061,5.418,42.184,7.61,0.833,15.104,12.116,1.037,1.745,2.545,0.0,0.0,0.0,-0.05,1.73,-0.44,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,14.24,2747281.0,0.003524,142674.0,13.96,14.57,14.32,0.01943,0.014167,0.019076,28.0,0.0,0.0,7.0,2031677.76,0.0035236081747709,0.003524,2345560.56,17.255233861879056,39121281.44,0.0364963503649633,0.0207559224128414,-0.01892178033623391,0.02164892852983636,-0.007692,-0.1442039999999999,-0.0717219999999999,-0.003199,-0.007692,18.47,0.7709799675148891,1.181005564130314,0.0192305776883918,0.02,1.4595238095238094,3.1680952380952383,0.483,2031677.76,14.524372492427782,-0.05898289187210348,0.004276
2015-10-31,2022,LPX,-141.71,0.483,382.829,-21.024,-21.024,-21.802,-21.537,1.301,166.454,7.912936946621747,-0.06,0.004,-0.049,0.081,-0.07,-0.007,0.003,-0.09,-0.049,0.2122973455661093,-0.1,-0.042,-0.1,-0.055,-0.05,0.068,0.594,0.406,0.407,0.406,0.04,0.04,0.424,0.251,0.137,0.327,96.18,0.003,0.142,0.624,0.046,0.014,-0.043,-37.792,1.349,0.611,0.523,0.449,1.095,-2.805,-3.112,2.993,4.061,5.418,42.184,7.61,0.833,15.104,12.116,1.037,1.745,2.545,0.0,0.0,0.0,-0.05,2.146,-0.256,0.0,LOUISIANA PACIFIC CORP,11.0,1.0,2493.0,17.66,1784959.0,0.007416,142674.0,17.51,17.99,17.51,-0.004004,-0.001223,-0.00481,28.0,0.0,0.0,7.0,2519622.84,0.0074158585282373,0.007416,2047371.9,19.999158921737667,31522375.94,0.0275501307759371,0.0256847059962886,-0.01892178033623391,0.02164892852983636,-0.019026,0.049748,0.046211,0.0248689999999999,-0.019026,18.47,0.9561451001624256,-0.2455935409951079,0.0201021460705053,0.02,1.4252380952380952,3.2714285714285714,0.483,2519622.84,14.739619781619766,-0.07701087118686456,0.003524
